Q8MYY6	Dmel_CG10000
A0A0B4JD94	Dmel_CG13874
Q9W0U4	Dmel_CG13875
Q9W0T9	Dmel_CG13876
E2RTP9	Dmel_CG13877
Q9W0S8	Dmel_CG13879
Q9W0S6	Dmel_CG13880
Q9W0Q8	Dmel_CG13884
B9EQV3	Dmel_CG13887
Q9W0M2	Dmel_CG13888
M9PGM7	Dmel_CG13888
Q9W0M1	Dmel_CG13889
P18475	Dmel_CG1389
Q9W0M0	Dmel_CG13890
Q9W0Q5	Dmel_CG13891
Q9W0Q2	Dmel_CG13892
Q8SYC4	Dmel_CG13893
Q9W0N5	Dmel_CG13894
M9PDR6	Dmel_CG13895
Q9W0N2	Dmel_CG13896
M9PBH2	Dmel_CG13897
Q9W0M9	Dmel_CG13898
Q9W0M7	Dmel_CG13900
Q9W0M5	Dmel_CG13901
M9PDS1	Dmel_CG13902
Q9W0L3	Dmel_CG13905
Q9V3B8	Dmel_CG13906
Q9W0L6	Dmel_CG13907
P27398	Dmel_CG1391
Q9W0K3	Dmel_CG13912
Q9W0G7	Dmel_CG13914
Q9W0F4	Dmel_CG13916
Q9W0D3	Dmel_CG13917
Q9W0B7	Dmel_CG13919
Q8T0T9	Dmel_CG13920
M9MRP1	Dmel_CG13921
Q9W086	Dmel_CG13922
M9MRP4	Dmel_CG13924
Q9W0C7	Dmel_CG13926
Q9W0C4	Dmel_CG13927
Q9W0C3	Dmel_CG13928
Q86BS6	Dmel_CG13929
Q9W0A6	Dmel_CG13930
Q4V4Q7	Dmel_CG13931
M9PDX4	Dmel_CG13933
Q9W079	Dmel_CG13934
Q9W078	Dmel_CG13935
Q9W076	Dmel_CG13936
Q9W070	Dmel_CG13937
A1Z9Q6	Dmel_CG13939
Q9VZ18	Dmel_CG1394
Q7JV70	Dmel_CG13941
Q9VPS9	Dmel_CG13946
Q9VPT0	Dmel_CG13947
Q9VPT1	Dmel_CG13948
M9PAZ2	Dmel_CG13948
Q9VPU5	Dmel_CG13949
P20483	Dmel_CG1395
A0A0B4KI54	Dmel_CG1395
Q9VPU6	Dmel_CG13950
Q9V574	Dmel_CG13951
A1Z7U1	Dmel_CG13954
A1Z7U5	Dmel_CG13955
X2JKM9	Dmel_CG13956
Q9VXH9	Dmel_CG13957
Q9VIR7	Dmel_CG13962
Q9VIQ7	Dmel_CG13965
Q9VIQ0	Dmel_CG13968
S5LV52	Dmel_CG13968
Q9VIP7	Dmel_CG13969
Q9VZ21	Dmel_CG1397
Q7KT25	Dmel_CG13970
Q9VB28	Dmel_CG13972
Q9VB30	Dmel_CG13976
B6IDY1	Dmel_CG13976
Q9VB31	Dmel_CG13977
A0A0B4LHU5	Dmel_CG13977
Q9VB32	Dmel_CG13978
Q9VME0	Dmel_CG13982
Q9VMF9	Dmel_CG13983
Q9VMF5	Dmel_CG13984
Q9VMG6	Dmel_CG13989
E1JGZ8	Dmel_CG1399
Q9VMG7	Dmel_CG13990
Q9VMG8	Dmel_CG13991
Q9VMK2	Dmel_CG13992
Q9VMH8	Dmel_CG13993
Q9VMI2	Dmel_CG13994
Q9VMI4	Dmel_CG13995
Q9VMJ2	Dmel_CG13996
Q9VMK5	Dmel_CG13997
Q9VMK7	Dmel_CG13998
Q9VMK8	Dmel_CG13999
Q8T3P5	Dmel_CG14000
Q9VML2	Dmel_CG14001
M9PB45	Dmel_CG14005
Q9VMN0	Dmel_CG14006
Q9VMN2	Dmel_CG14007
Q9VAQ0	Dmel_CG1401
Q9VMN9	Dmel_CG14010
Q9VMP2	Dmel_CG14011
Q9VMP6	Dmel_CG14013
Q9VMP8	Dmel_CG14014
Q9VMQ2	Dmel_CG14015
Q9VMQ3	Dmel_CG14016
Q9VMP5	Dmel_CG14017
Q9W3P7	Dmel_CG1402
M9PB43	Dmel_CG14020
Q7K3S3	Dmel_CG14021
Q9VMR9	Dmel_CG14022
A8DYV5	Dmel_CG14023
Q9VMS3	Dmel_CG14024
P11929	Dmel_CG14025
Q7KTP1	Dmel_CG14026
Q9VMR8	Dmel_CG14027
M9ND27	Dmel_CG14027
Q9VMS1	Dmel_CG14028
Q9VMS4	Dmel_CG14029
P42207	Dmel_CG1403
Q540V5	Dmel_CG1403
Q9VMS5	Dmel_CG14030
Q9VMS7	Dmel_CG14031
Q9VMS9	Dmel_CG14032
Q0E8T1	Dmel_CG14034
Q9VMU7	Dmel_CG14036
Q59E00	Dmel_CG14039
Q9VZ23	Dmel_CG1404
A4V4A5	Dmel_CG1404
Q9VMU8	Dmel_CG14040
Q9VMV3	Dmel_CG14041
Q0E8T4	Dmel_CG14042
Q9VMX1	Dmel_CG14043
H1UUN5	Dmel_CG14043
Q9VMY2	Dmel_CG14044
Q9W4Z2	Dmel_CG14048
Q9W4Z4	Dmel_CG14049
E7BBS5	Dmel_CG14049
Q9W4Z6	Dmel_CG14050
M9PDL5	Dmel_CG14052
Q9W510	Dmel_CG14053
Q9W530	Dmel_CG14054
E1JI31	Dmel_CG14057
Q4V5V6	Dmel_CG14059
Q9V4Q8	Dmel_CG1406
Q9VAT7	Dmel_CG14061
Q9VAU3	Dmel_CG14062
Q9VAV8	Dmel_CG14064
Q9VKN2	Dmel_CG14069
A0A0B4KF56	Dmel_CG1407
Q9VKN4	Dmel_CG14070
Q9VKN5	Dmel_CG14071
Q9VKM9	Dmel_CG14072
Q8IQT4	Dmel_CG14073
Q9VVT4	Dmel_CG14074
Q9VVV3	Dmel_CG14075
Q9VVU7	Dmel_CG14076
Q9VVU8	Dmel_CG14077
Q9VVW9	Dmel_CG14079
Q9VVW5	Dmel_CG14080
M9PFW0	Dmel_CG14080
B7Z071	Dmel_CG14082
Q9VVX6	Dmel_CG14084
Q9VVY0	Dmel_CG14085
Q9VVY1	Dmel_CG14086
Q9VVZ0	Dmel_CG14087
Q9VVX9	Dmel_CG14088
Q9VVY2	Dmel_CG14089
Q9W3P5	Dmel_CG1409
Q9VVZ4	Dmel_CG14095
Q9VVZ5	Dmel_CG14096
Q9VW08	Dmel_CG14098
Q9VRH6	Dmel_CG1410
Q9VW14	Dmel_CG14100
H0RNK5	Dmel_CG14100
Q9VW36	Dmel_CG14101
Q9VW38	Dmel_CG14102
Q9VW40	Dmel_CG14103
Q9VW42	Dmel_CG14104
Q9VU70	Dmel_CG14105
Q9VU69	Dmel_CG14106
Q9VU61	Dmel_CG14107
Q9VU75	Dmel_CG14109
Q9V3N7	Dmel_CG1411
Q8SXH1	Dmel_CG14110
Q9VU60	Dmel_CG14111
Q9VU59	Dmel_CG14112
Q9VU56	Dmel_CG14113
Q9VU47	Dmel_CG14115
Q8MRG5	Dmel_CG14117
Q9VU24	Dmel_CG14118
E1JJS2	Dmel_CG1412
Q9VU22	Dmel_CG14120
Q9VTZ2	Dmel_CG14121
Q9VTX2	Dmel_CG14122
M9PFC1	Dmel_CG14125
Q9VTQ3	Dmel_CG14127
Q4V4X9	Dmel_CG14128
Q9VTP1	Dmel_CG14130
M9PFB4	Dmel_CG14131
Q9VTM7	Dmel_CG14132
Q9VTM0	Dmel_CG14133
M9PF64	Dmel_CG14135
Q9VTK5	Dmel_CG14137
O61348	Dmel_CG1414
Q8SX06	Dmel_CG14141
E1JID2	Dmel_CG14142
R9PY30	Dmel_CG14143
Q9VTE0	Dmel_CG14145
A0A1B2AKW7	Dmel_CG14145
Q9VTD2	Dmel_CG14147
Q9VTC2	Dmel_CG14149
M9PET7	Dmel_CG14149
Q9VTA1	Dmel_CG14151
Q9VTA8	Dmel_CG14153
Q8IQE5	Dmel_CG14154
Q9VT90	Dmel_CG14156
Q9VT92	Dmel_CG14157
Q9V9Q4	Dmel_CG1416
Q9VT78	Dmel_CG14160
M9PC40	Dmel_CG14162
Q9VT67	Dmel_CG14164
Q9VT52	Dmel_CG14167
E7BBS2	Dmel_CG14167
M9PF54	Dmel_CG14168
Q04499	Dmel_CG1417
M9NHG9	Dmel_CG1417
Q9VT50	Dmel_CG14173
C9QPG9	Dmel_CG14173
Q9VT39	Dmel_CG14174
Q9VT20	Dmel_CG14176
E2E624	Dmel_CG14176
A1Z823	Dmel_CG1418
Q9VSU7	Dmel_CG14181
Q9VW72	Dmel_CG14183
Q9VW61	Dmel_CG14182
Q9VW73	Dmel_CG14184
Q9VW77	Dmel_CG14185
Q9VW76	Dmel_CG14186
M9PFZ7	Dmel_CG14187
Q9VWM7	Dmel_CG14190
Q9VWM4	Dmel_CG14191
Q9VWK9	Dmel_CG14193
M9PHY0	Dmel_CG14194
Q9VWK4	Dmel_CG14195
Q9VWK0	Dmel_CG14196
Q9VWH8	Dmel_CG14199
A0A1B2AJU4	Dmel_CG14199
Q9VAQ7	Dmel_CG1420
F3YDP8	Dmel_CG1420
M9NEP8	Dmel_CG14200
Q9VWG6	Dmel_CG14204
Q9VWG4	Dmel_CG14205
Q9VWG3	Dmel_CG14206
M9NEQ9	Dmel_CG14206
M9NHC5	Dmel_CG14207
X2JL95	Dmel_CG14208
Q9VWG0	Dmel_CG14209
Q9V9P8	Dmel_CG1421
Q9VWF8	Dmel_CG14210
Q9VWF4	Dmel_CG14211
Q9VWF3	Dmel_CG14212
M9PF85	Dmel_CG14213
Q9VWE9	Dmel_CG14214
X2JCL6	Dmel_CG14214
Q9VWE6	Dmel_CG14215
X2JG50	Dmel_CG14215
M9PHZ3	Dmel_CG14216
Q0KHQ5	Dmel_CG14217
M9NGQ0	Dmel_CG14218
Q9VWG5	Dmel_CG14219
Q9W3N6	Dmel_CG1422
Q9VWG2	Dmel_CG14220
M9PHK6	Dmel_CG14221
M9PI14	Dmel_CG14222
Q9VWE5	Dmel_CG14223
Q9VWD9	Dmel_CG14224
M9NE35	Dmel_CG14225
Q9VWE0	Dmel_CG14226
Q9VWD8	Dmel_CG14227
Q24564	Dmel_CG14228
X2JFU0	Dmel_CG14228
Q9VWD7	Dmel_CG14229
Q9VWD4	Dmel_CG14230
Q9VWD6	Dmel_CG14231
M9NHD5	Dmel_CG14231
Q9VWD5	Dmel_CG14232
Q9V3Z3	Dmel_CG14233
Q9VWD2	Dmel_CG14234
Q8IQW2	Dmel_CG14235
Q9VBE8	Dmel_CG14237
Q9VBE7	Dmel_CG14238
Q9VBF6	Dmel_CG14239
O01939	Dmel_CG1424
X2JG23	Dmel_CG1424
Q9VBE1	Dmel_CG14240
Q9VBD3	Dmel_CG14242
Q9VBD2	Dmel_CG14243
Q9VBC3	Dmel_CG14244
Q9VBC2	Dmel_CG14245
Q9VBC1	Dmel_CG14246
Q4V5R2	Dmel_CG14247
Q9VBC8	Dmel_CG14250
Q9VBA8	Dmel_CG14251
Q9VBA2	Dmel_CG14252
Q9VB97	Dmel_CG14253
Q9VB95	Dmel_CG14254
A0A0B4KHY9	Dmel_CG14257
Q9VB80	Dmel_CG14258
Q9VB79	Dmel_CG14259
A0A0B4KH92	Dmel_CG14260
Q9VB54	Dmel_CG14262
Q9V401	Dmel_CG14265
P40139	Dmel_CG14266
A0A1B2AJY8	Dmel_CG14266
Q9W4S5	Dmel_CG14269
A0A0B4KF37	Dmel_CG1427
Q9W4R8	Dmel_CG14270
Q8MT08	Dmel_CG14271
X2JI73	Dmel_CG14271
Q9VLN9	Dmel_CG14273
Q9VLP0	Dmel_CG14274
Q9VLP1	Dmel_CG14275
Q9VLQ6	Dmel_CG14277
Q9V9P7	Dmel_CG1428
Q9VDY3	Dmel_CG14280
Q9VDZ2	Dmel_CG14282
Q9VE04	Dmel_CG14283
Q9VE10	Dmel_CG14285
Q9VE11	Dmel_CG14286
P40791	Dmel_CG1429
Q7KSC4	Dmel_CG14290
A0A0B4KHD3	Dmel_CG14290
Q9VE24	Dmel_CG14291
Q9VE26	Dmel_CG14292
Q8T975	Dmel_CG14294
Q8T390	Dmel_CG14296
B5RIU6	Dmel_CG14296
Q9VE30	Dmel_CG14297
Q9VE31	Dmel_CG14298
Q9VE34	Dmel_CG14299
P51406	Dmel_CG1430
Q59DW1	Dmel_CG14300
Q9VE56	Dmel_CG14301
Q9VE38	Dmel_CG14302
Q9VE59	Dmel_CG14304
Q9VE58	Dmel_CG14305
Q8IN81	Dmel_CG14307
Q9VE79	Dmel_CG14309
Q9VE99	Dmel_CG14312
Q9VEC0	Dmel_CG14313
Q9VEB7	Dmel_CG14314
Q9VED1	Dmel_CG14315
Q9VED2	Dmel_CG14316
Q9VED4	Dmel_CG14317
Q9VEG3	Dmel_CG14321
A0A0B4KHA8	Dmel_CG14322
Q9VEH6	Dmel_CG14323
Q9VEH8	Dmel_CG14324
Q9VEH4	Dmel_CG14325
Q9VEH7	Dmel_CG14326
Q9VEH9	Dmel_CG14327
Q9VEI2	Dmel_CG14329
Q94546	Dmel_CG1433
Q9VEJ7	Dmel_CG14330
A8JR34	Dmel_CG14331
Q9VEK1	Dmel_CG14332
Q9BMG9	Dmel_CG14334
Q9VPW5	Dmel_CG14339
Q9VY45	Dmel_CG1434
Q9VPW6	Dmel_CG14340
Q7KU06	Dmel_CG14341
Q9VPZ2	Dmel_CG14342
Q9VQ06	Dmel_CG14346
M9PHB8	Dmel_CG1435
M9PC50	Dmel_CG14351
Q9VQ27	Dmel_CG14352
Q9VVM7	Dmel_CG14353
Q9VBL8	Dmel_CG14354
Q9VFM5	Dmel_CG14355
Q9VFM6	Dmel_CG14356
Q9VFN1	Dmel_CG14357
Q4V4I9	Dmel_CG14358
Q9VFN2	Dmel_CG14360
Q9VFQ4	Dmel_CG14362
Q9VFS4	Dmel_CG14367
Q9VFU2	Dmel_CG14369
Q9VFU3	Dmel_CG14370
Q9VFU7	Dmel_CG14372
Q9VFV6	Dmel_CG14374
Q8SXL2	Dmel_CG14375
A0A1B2AL26	Dmel_CG14375
Q9VFV0	Dmel_CG14376
Q9VFV5	Dmel_CG14377
Q9VFW3	Dmel_CG14379
Q9VA27	Dmel_CG1438
Q9VFY4	Dmel_CG14380
Q9VG11	Dmel_CG14383
Q8INI2	Dmel_CG14384
Q9VG22	Dmel_CG14387
Q9VG28	Dmel_CG14390
Q9VG36	Dmel_CG14391
Q4V5X1	Dmel_CG14394
Q9VG43	Dmel_CG14395
Q7KT06	Dmel_CG14396
E1JHN0	Dmel_CG14397
A8JV24	Dmel_CG1440
Q9VII2	Dmel_CG14400
M9NDC5	Dmel_CG14401
Q8T4H6	Dmel_CG14402
Q9VIJ1	Dmel_CG14405
Q9VY03	Dmel_CG14406
Q8SXQ5	Dmel_CG14407
B7Z0Y5	Dmel_CG14408
Q7K3T3	Dmel_CG1441
Q9VY14	Dmel_CG14410
Q9VY15	Dmel_CG14411
Q9VY28	Dmel_CG14413
X2JBU2	Dmel_CG14414
Q9V459	Dmel_CG14416
Q9V404	Dmel_CG14417
M9PGC8	Dmel_CG14418
Q9W4V3	Dmel_CG14419
Q9VAR1	Dmel_CG1442
Q9W4U7	Dmel_CG14420
Q9W4U6	Dmel_CG14421
Q9W4U5	Dmel_CG14422
Q9W4U4	Dmel_CG14423
O76870	Dmel_CG14424
P32845	Dmel_CG14426
Q9W3T0	Dmel_CG14427
Q8MS59	Dmel_CG1443
Q9W3T7	Dmel_CG14430
Q9W3U2	Dmel_CG14431
Q9W3U9	Dmel_CG14434
Q9W3V3	Dmel_CG14435
Q9W3W4	Dmel_CG14437
Q9W3W6	Dmel_CG14438
Q9W3W7	Dmel_CG14439
Q9W3N1	Dmel_CG1444
Q9W3X1	Dmel_CG14440
Q9W3X0	Dmel_CG14441
Q7YU88	Dmel_CG14442
Q9W3Y5	Dmel_CG14443
Q9W3Y6	Dmel_CG14444
A8JUZ6	Dmel_CG14445
Q9W427	Dmel_CG14446
X2JIJ6	Dmel_CG14447
Q9VNR1	Dmel_CG14448
M9PDB7	Dmel_CG14450
Q9VNS1	Dmel_CG14451
Q9VNS4	Dmel_CG14452
Q9VNS5	Dmel_CG14453
Q9VNS7	Dmel_CG14454
Q9VNS9	Dmel_CG14455
B7Z0A0	Dmel_CG14456
Q59E08	Dmel_CG14457
Q9VNT4	Dmel_CG14459
Q9VHX6	Dmel_CG14463
Q5LJQ3	Dmel_CG14464
Q1ECC3	Dmel_CG14468
O18400	Dmel_CG1447
Q9VLT5	Dmel_CG14472
M9PB68	Dmel_CG14472
Q7KMM4	Dmel_CG14476
Q6NR30	Dmel_CG14478
Q9VAS7	Dmel_CG1448
A0A0B4LHT3	Dmel_CG1448
Q7JWU9	Dmel_CG14480
Q500Y7	Dmel_CG14482
Q4QPR8	Dmel_CG14483
Q8SXT3	Dmel_CG14485
A1ZAY9	Dmel_CG14487
A1ZAZ6	Dmel_CG14488
Q7JRH7	Dmel_CG14489
P28167	Dmel_CG1449
A1ZB08	Dmel_CG14490
A1ZB13	Dmel_CG14491
A1ZB12	Dmel_CG14492
A1ZB23	Dmel_CG14495
A0A0B4KEZ3	Dmel_CG14499
A1ZB48	Dmel_CG14500
Q7K174	Dmel_CG14502
A1ZB59	Dmel_CG14503
Q9V8F3	Dmel_CG14505
A0A0B4K841	Dmel_CG14505
A0A0B4KI17	Dmel_CG14506
Q8IML0	Dmel_CG14507
Q9VAM8	Dmel_CG14508
Q8MQS2	Dmel_CG14509
Q9VAS9	Dmel_CG1451
Q9VAN9	Dmel_CG14511
Q9VAP1	Dmel_CG14512
P25992	Dmel_CG14513
H8F4N7	Dmel_CG14513
Q9VAM5	Dmel_CG14514
Q9VAN1	Dmel_CG14515
Q9VAP0	Dmel_CG14516
Q9VAQ8	Dmel_CG14517
Q9VAR2	Dmel_CG14518
Q9VAR6	Dmel_CG14521
Q9VAS1	Dmel_CG14523
Q9Y136	Dmel_CG14526
Q9VAS0	Dmel_CG14527
Q9VAS2	Dmel_CG14528
Q9VAS4	Dmel_CG14529
Q960Z0	Dmel_CG1453
A4V4A1	Dmel_CG1453
Q9VAT5	Dmel_CG14531
Q8SZP2	Dmel_CG14534
Q9VLW2	Dmel_CG14535
X2J924	Dmel_CG14535
Q9VLW9	Dmel_CG14536
Q9VLW3	Dmel_CG14537
P15619	Dmel_CG1454
Q9VBJ6	Dmel_CG14540
Q9VBI3	Dmel_CG14542
Q9VBI0	Dmel_CG14543
Q9VBH7	Dmel_CG14544
Q8SYK4	Dmel_CG14545
Q9VBJ9	Dmel_CG14546
Q01069	Dmel_CG14548
Q9VBI1	Dmel_CG14549
P48456	Dmel_CG1455
A0A0B4K6V6	Dmel_CG1455
Q8MSE4	Dmel_CG14550
Q9VBH6	Dmel_CG14551
Q9VBH0	Dmel_CG14556
P23488	Dmel_CG14560
M9PIK6	Dmel_CG14560
Q9VNW2	Dmel_CG14561
Q9VNX0	Dmel_CG14562
Q9VNX3	Dmel_CG14563
Q9VNY3	Dmel_CG14564
Q9VNY5	Dmel_CG14565
Q9VNY7	Dmel_CG14566
Q9VNY8	Dmel_CG14567
Q9VNZ0	Dmel_CG14568
Q9VNZ1	Dmel_CG14569
Q9VNZ2	Dmel_CG14570
Q9VNY6	Dmel_CG14572
Q9VNY9	Dmel_CG14573
Q8ITC7	Dmel_CG14575
Q9VP04	Dmel_CG14577
A0A1B2AK17	Dmel_CG14577
Q9VRF5	Dmel_CG14579
Q9VAM6	Dmel_CG1458
Q9VRI8	Dmel_CG14584
Q9VVL1	Dmel_CG14585
A0A0B4K6Q0	Dmel_CG14589
Q8T3Z4	Dmel_CG14590
Q7JRB2	Dmel_CG14591
Q4V622	Dmel_CG14593
Q9VIA7	Dmel_CG14598
Q9VI79	Dmel_CG14605
A0A1Z1CGZ4	Dmel_CG14606
Q9VI81	Dmel_CG14607
Q9VI80	Dmel_CG14608
Q8T3W3	Dmel_CG14609
Q9VY42	Dmel_CG1461
Q9VI69	Dmel_CG14610
Q9VI60	Dmel_CG14612
A0A0B4LGS3	Dmel_CG14612
Q9VR55	Dmel_CG14613
Q9VR53	Dmel_CG14614
Q9VR51	Dmel_CG14615
Q9VR59	Dmel_CG14616
Q2PDW6	Dmel_CG14617
Q9VR56	Dmel_CG14618
Q8IQ27	Dmel_CG14619
Q24238	Dmel_CG1462
Q9VR52	Dmel_CG14620
Q9VR50	Dmel_CG14621
X2JLL7	Dmel_CG14621
M9MSM5	Dmel_CG14622
Q9W5A6	Dmel_CG14624
Q9U1L6	Dmel_CG14625
Q9W5B0	Dmel_CG14626
Q9W5B1	Dmel_CG14627
Q9V3V1	Dmel_CG14628
Q9W5B4	Dmel_CG14629
Q8SX25	Dmel_CG1463
Q9W5B5	Dmel_CG14630
Q9W5B8	Dmel_CG14631
Q9W5C8	Dmel_CG14634
Q9W5C9	Dmel_CG14635
Q9VMY7	Dmel_CG14636
Q9V3C0	Dmel_CG14637
Q9VMZ5	Dmel_CG14639
O18381	Dmel_CG1464
Q9VMZ8	Dmel_CG14640
Q95RB1	Dmel_CG14641
Q9VMZ3	Dmel_CG14642
Q9VMZ6	Dmel_CG14643
A0A0B4KFI9	Dmel_CG14644
Q9VN06	Dmel_CG14645
Q9VN16	Dmel_CG14646
B9A0N7	Dmel_CG14647
Q9VN21	Dmel_CG14648
Q9VN28	Dmel_CG14650
Q9VN30	Dmel_CG14651
Q9VN56	Dmel_CG14655
Q9VN63	Dmel_CG14657
Q9VN64	Dmel_CG14658
Q9VN65	Dmel_CG14659
A0A0B4LGL3	Dmel_CG14660
Q9VN71	Dmel_CG14661
Q9VN74	Dmel_CG14662
A0A0B4K696	Dmel_CG14664
Q9VN97	Dmel_CG14666
Q59E05	Dmel_CG14667
Q9VNB1	Dmel_CG14668
Q9VNB7	Dmel_CG14669
Q9VR90	Dmel_CG1467
A0A0B4KF92	Dmel_CG14670
Q9VND4	Dmel_CG14671
Q9VNE7	Dmel_CG14672
A0A1B2AJ56	Dmel_CG14672
Q9I7P6	Dmel_CG14675
Q9VNJ3	Dmel_CG14676
Q9W310	Dmel_CG1468
Q9VGZ0	Dmel_CG14680
Q9VGY5	Dmel_CG14683
Q9VGY3	Dmel_CG14684
Q8INL2	Dmel_CG14685
Q9VGX0	Dmel_CG14686
Q9VGW5	Dmel_CG14687
Q9VGY8	Dmel_CG14688
Q9VGY1	Dmel_CG14689
Q9VA83	Dmel_CG1469
Q9VGX9	Dmel_CG14690
A0A0B4KH40	Dmel_CG14691
Q9VGW4	Dmel_CG14692
B7Z0V5	Dmel_CG14693
Q9VGV6	Dmel_CG14694
Q9VGV0	Dmel_CG14695
Q9VGU7	Dmel_CG14696
Q9VA09	Dmel_CG1470
Q9VGQ9	Dmel_CG14701
Q8INK6	Dmel_CG14704
Q9VGM5	Dmel_CG14708
Q9VGM1	Dmel_CG14709
Q9VA70	Dmel_CG1471
A4V3N7	Dmel_CG1471
Q7KSP9	Dmel_CG14710
Q9VGL2	Dmel_CG14711
Q9VGL0	Dmel_CG14712
Q9VGK3	Dmel_CG14715
Q9VGJ9	Dmel_CG14716
Q9VGJ4	Dmel_CG14717
Q9VGJ3	Dmel_CG14718
Q9VGJ2	Dmel_CG14719
A1Z813	Dmel_CG1472
Q9VGJ1	Dmel_CG14720
A0A0B4KFS3	Dmel_CG14721
Q8T088	Dmel_CG14722
E1JII9	Dmel_CG14723
Q94514	Dmel_CG14724
A0A0B4KFT0	Dmel_CG14724
Q9VGH1	Dmel_CG14728
Q9VGG4	Dmel_CG14731
Q9VGE8	Dmel_CG14734
Q9VGD8	Dmel_CG14735
Q9VGD7	Dmel_CG14736
Q9VGD6	Dmel_CG14739
O44424	Dmel_CG1474
B5RIV5	Dmel_CG1474
Q95TZ4	Dmel_CG14740
A0A0B4K638	Dmel_CG14741
A0A0B4K759	Dmel_CG14742
A1Z7I2	Dmel_CG14743
A1Z7I1	Dmel_CG14744
Q9V4X2	Dmel_CG14745
C0HK98	Dmel_CG14746
C0HK99	Dmel_CG14746
Q9V4W1	Dmel_CG14749
Q9VNE9	Dmel_CG1475
Q7JXV9	Dmel_CG14750
A1Z7G2	Dmel_CG14752
Q7JRA5	Dmel_CG14756
Q4V5I9	Dmel_CG14757
A0A1B2AJ40	Dmel_CG14757
A1Z7C7	Dmel_CG14759
A1Z7C5	Dmel_CG14760
D0Z756	Dmel_CG14762
Q7K035	Dmel_CG14763
H0RN96	Dmel_CG14764
Q95R82	Dmel_CG14767
Q9W5A2	Dmel_CG14770
Q9W588	Dmel_CG14777
Q9W587	Dmel_CG14778
Q2PE37	Dmel_CG14779
P07182	Dmel_CG1478
D1Z363	Dmel_CG1478
Q9W586	Dmel_CG14780
X2JDV3	Dmel_CG14781
O76902	Dmel_CG14782
Q9W593	Dmel_CG14785
Q9W592	Dmel_CG14786
Q9W591	Dmel_CG14787
Q9W590	Dmel_CG14788
X2JA43	Dmel_CG14788
Q9W589	Dmel_CG14789
Q9W585	Dmel_CG14791
P38979	Dmel_CG14792
O76888	Dmel_CG14795
M9MS86	Dmel_CG14796
B4F613	Dmel_CG14797
Q8SYI7	Dmel_CG14798
P40794	Dmel_CG1480
C9QP92	Dmel_CG1480
Q9XZT1	Dmel_CG14802
O46089	Dmel_CG14803
Q9W552	Dmel_CG14804
Q9W550	Dmel_CG14805
Q9W549	Dmel_CG14806
M9PG94	Dmel_CG14806
O76892	Dmel_CG14808
M9NGI4	Dmel_CG14810
Q9W560	Dmel_CG14811
O96824	Dmel_CG14812
Q7K7G0	Dmel_CG14813
Q7KW09	Dmel_CG14814
Q7KW08	Dmel_CG14815
O46084	Dmel_CG14816
Q9W551	Dmel_CG14817
O97420	Dmel_CG14818
M9PDI2	Dmel_CG14818
Q9VRZ3	Dmel_CG14820
A8JNM0	Dmel_CG14821
Q95ST0	Dmel_CG14823
Q9VS31	Dmel_CG14826
Q9VS19	Dmel_CG14825
Q9VS36	Dmel_CG14827
Q9VS32	Dmel_CG14829
P23226	Dmel_CG1483
Q9VS39	Dmel_CG14830
Q9VS70	Dmel_CG14835
Q9VS52	Dmel_CG14834
Q8IQ88	Dmel_CG14837
Q9VS90	Dmel_CG14838
Q9VFL2	Dmel_CG14839
Q24020	Dmel_CG1484
Q9VFL4	Dmel_CG14840
Q9VFL3	Dmel_CG14841
Q9VFI7	Dmel_CG14850
Q9VFI6	Dmel_CG14851
Q9VFI4	Dmel_CG14852
Q9VFH8	Dmel_CG14853
Q4V5L4	Dmel_CG14854
Q9VFG2	Dmel_CG14855
Q9VFG1	Dmel_CG14856
Q9VFG0	Dmel_CG14857
Q9VRG8	Dmel_CG1486
Q9VFE8	Dmel_CG14860
Q9VFE1	Dmel_CG14861
Q0KI69	Dmel_CG14864
Q9VF98	Dmel_CG14865
B7Z0K3	Dmel_CG14866
Q9VF72	Dmel_CG14868
A0A0B4KHK4	Dmel_CG14869
Q9V393	Dmel_CG1487
Q9VF59	Dmel_CG14870
Q4V645	Dmel_CG14871
Q9VF16	Dmel_CG14877
Q9VEW5	Dmel_CG14879
Q9VYQ7	Dmel_CG1488
Q9VEW1	Dmel_CG14880
Q8SY94	Dmel_CG14881
Q9VEV2	Dmel_CG14882
Q9VEU9	Dmel_CG14883
Q9XZ58	Dmel_CG14884
Q9VEU6	Dmel_CG14885
B7Z0S6	Dmel_CG14885
Q9VEU5	Dmel_CG14886
P17719	Dmel_CG14887
G4LU61	Dmel_CG14887
O18413	Dmel_CG1489
Q9VET4	Dmel_CG14891
Q9VET2	Dmel_CG14892
Q9VES5	Dmel_CG14893
Q9VEV3	Dmel_CG14894
A0A0B4KGS4	Dmel_CG14895
Q8SZ16	Dmel_CG14898
A0A1B2AJN1	Dmel_CG14898
Q9VEU2	Dmel_CG14899
Q9VYQ8	Dmel_CG1490
Q9VEU1	Dmel_CG14900
Q9VEU0	Dmel_CG14901
Q9VET9	Dmel_CG14902
Q9VET3	Dmel_CG14903
O16158	Dmel_CG14904
Q9VES4	Dmel_CG14905
Q9VER8	Dmel_CG14906
Q9VER7	Dmel_CG14907
Q9VEQ6	Dmel_CG14909
A8DYZ1	Dmel_CG14913
Q9VKK6	Dmel_CG14915
Q9VKJ7	Dmel_CG14916
